Year_Birth;Education;Marital_Status;Income;Kidhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumStorePurchases;NumWebVisitsMonth;Complain;WebPurchases
1958;Graduation;Divorced;79803;0;54;574;8;216;21;16;33;5;1;0;1
1986;2n Cycle;Single;80910;0;71;160;80;369;67;39;41;8;1;0;0
1982;Master;Together;27590;1;38;6;0;5;0;0;1;2;7;0;0
1979;Graduation;Married;56775;0;62;614;35;160;58;35;35;10;5;0;1
1975;Graduation;Divorced;83829;0;78;897;161;430;186;161;27;6;1;0;1
1979;2n Cycle;Married;54210;0;18;70;54;109;80;9;45;7;5;0;1
1986;Graduation;Married;38508;1;95;120;19;206;25;19;54;5;8;0;1
1970;Graduation;Together;53187;1;66;211;2;30;7;7;10;6;5;0;1
1972;Graduation;Married;30023;1;28;11;0;16;7;6;21;3;8;0;0
1960;PhD;Single;76045;0;78;760;53;400;17;93;0;11;2;0;1
1952;PhD;Married;50870;0;13;53;0;8;0;0;2;3;5;0;0
1970;2n Cycle;Married;15315;0;27;7;4;13;15;8;17;4;5;0;0
1974;2n Cycle;Married;65463;1;17;391;32;70;21;32;16;9;5;0;1
1965;Graduation;Married;66480;1;71;199;9;57;20;21;6;7;4;0;1
1954;Graduation;Divorced;76773;0;79;516;56;449;86;33;16;11;1;0;0
1983;2n Cycle;Single;81698;0;1;709;45;115;30;160;45;5;5;0;1
1973;PhD;Single;54466;1;78;12;0;4;0;0;0;2;5;0;0
1960;Master;Single;98777;0;23;1000;19;711;125;115;38;9;1;0;1
1984;PhD;Single;16269;1;75;19;3;18;3;1;0;3;8;0;0
1971;Graduation;Together;71819;0;70;1224;28;140;0;14;168;5;6;0;0
1983;PhD;Married;33569;1;10;16;2;18;3;0;24;2;8;0;0
1983;Master;Married;36262;0;24;88;39;54;64;28;153;3;6;0;0
1966;Basic;Together;22634;0;47;2;23;11;8;6;46;2;8;0;0
1978;2n Cycle;Married;47025;0;98;508;11;59;23;5;29;6;9;0;1
1968;Graduation;Single;70566;0;4;381;28;215;84;28;21;9;3;0;1
1979;PhD;Married;31605;1;15;74;0;42;2;1;6;4;7;0;0
1973;Master;Divorced;52034;1;67;146;0;93;7;13;73;5;7;0;1
1979;Graduation;Single;48526;1;32;23;17;23;43;20;9;4;3;0;0
1954;Graduation;Married;46734;0;40;110;5;137;26;23;29;5;7;0;1
1962;Graduation;Divorced;39552;1;54;165;3;147;4;24;41;5;8;0;1
1966;Graduation;Single;86358;1;78;957;47;494;82;47;95;6;8;0;1
1977;Graduation;Together;46931;2;94;41;0;17;3;1;16;3;3;0;0
1985;Basic;Single;16581;0;51;1;3;4;2;3;11;3;4;0;0
1952;2n Cycle;Divorced;63998;0;42;176;29;818;0;33;112;11;4;0;1
1951;Master;Married;67381;0;67;815;8;53;11;0;70;9;7;0;0
1967;Graduation;Single;25930;1;87;6;1;2;2;0;4;2;7;0;0
1978;Graduation;Married;42693;1;29;8;4;20;6;3;16;3;5;0;0
1976;Graduation;Together;85606;0;89;717;42;864;219;30;84;9;3;0;1
1985;Graduation;Single;72903;0;74;1067;138;750;0;19;39;8;4;0;1
1974;2n Cycle;Together;49669;1;97;166;5;107;11;8;29;6;6;0;1
1968;PhD;Married;36778;1;63;29;4;34;2;4;4;3;9;0;0
1962;PhD;Divorced;85696;0;88;714;76;395;116;0;12;9;1;0;1
1989;Master;Divorced;10979;0;34;8;4;10;2;2;4;3;5;0;0
1961;Graduation;Married;49678;0;81;229;5;56;3;2;20;4;7;0;1
1953;Master;Together;56129;0;65;320;48;133;39;72;48;10;4;0;1
1989;Graduation;Married;37155;1;51;23;0;26;7;15;3;4;5;0;0
1978;2n Cycle;Divorced;21282;1;76;1;5;8;4;8;20;2;6;0;0
1962;PhD;Single;33419;0;76;56;0;12;0;0;18;4;7;0;0
1945;Graduation;Widow;63285;0;84;508;124;249;50;38;134;13;3;0;1
1974;Master;Together;21255;1;56;29;0;25;2;2;3;4;4;0;0
1981;Graduation;Together;42162;1;31;46;7;59;2;4;27;3;6;0;0
1956;Graduation;Together;54450;1;0;454;0;171;8;19;32;8;8;0;1
1954;PhD;Married;57744;0;91;350;3;39;0;0;19;4;8;0;1
1986;Graduation;Single;26576;1;40;10;0;8;0;0;9;2;9;0;0
1943;PhD;Widow;57513;0;59;735;40;183;52;20;30;13;6;0;1
1964;Graduation;Together;68142;0;96;897;126;196;91;112;37;7;6;0;1
1979;Graduation;Married;7500;0;61;5;2;3;3;0;5;2;8;0;0
1974;Graduation;Together;83145;0;14;777;35;731;39;137;114;11;2;0;1
1960;Master;Married;54197;0;16;162;6;37;6;13;13;6;1;0;0
1963;PhD;Single;23091;1;98;35;0;11;0;0;2;3;7;0;0
1976;Graduation;Married;46049;1;11;342;9;112;19;14;19;9;7;0;1
1974;Graduation;Together;56715;0;52;258;105;239;237;172;9;4;4;0;1
1961;Graduation;Married;79410;0;19;658;80;483;123;13;13;5;1;0;0
1951;Graduation;Married;57304;0;61;356;80;329;138;17;106;10;5;0;1
1965;Graduation;Married;44375;0;73;213;5;28;7;7;41;6;5;0;1
1956;Graduation;Together;54450;1;0;454;0;171;8;19;32;8;8;0;1
1965;Graduation;Married;59594;0;74;457;4;29;0;0;9;7;7;0;1
1994;Graduation;Together;80685;0;55;241;45;604;34;26;54;10;2;0;1
1974;PhD;Married;40344;0;48;210;0;6;0;0;2;5;7;0;1
1972;Graduation;Married;62710;0;53;441;35;83;7;29;11;12;4;0;1
1968;2n Cycle;Married;48985;0;13;19;13;18;10;7;8;3;3;0;0
1968;Graduation;Together;35322;1;34;28;9;37;12;7;13;4;8;0;0
1948;Graduation;Married;77142;0;54;476;75;162;29;151;97;8;2;0;1
1969;Graduation;Single;81657;0;69;364;40;425;158;60;50;8;1;0;0
1996;Basic;Married;14421;0;81;0;0;2;3;3;8;2;5;0;0
1974;2n Cycle;Married;20130;0;99;0;6;3;7;6;12;3;8;0;0
1990;PhD;Married;74214;0;3;863;83;547;86;99;33;5;5;0;1
1957;Master;Married;66726;1;61;349;7;35;0;0;47;4;7;0;1
1979;Basic;Together;23724;1;65;5;23;15;0;18;14;3;8;0;0
1960;Master;Married;47353;0;93;184;2;19;8;8;4;6;5;0;0
1952;Master;Married;33444;1;24;8;0;8;0;0;2;2;8;0;0
1981;Graduation;Married;54386;0;8;277;21;64;62;21;25;10;3;0;0
1981;Graduation;Divorced;28510;1;72;44;5;19;0;4;19;4;5;0;0
1991;Master;Single;90638;0;29;1156;120;915;94;144;96;10;1;0;0
1950;Graduation;Together;48070;0;33;373;14;83;6;9;19;6;7;1;1
1957;Graduation;Married;43140;0;68;134;8;76;6;0;11;5;6;0;1
1961;PhD;Divorced;54959;0;55;1148;0;60;0;0;24;4;7;0;1
1958;Basic;Single;15056;1;76;6;12;3;21;6;40;3;5;0;0
1971;Graduation;Single;26954;1;17;4;1;11;0;0;1;2;7;0;0
1985;Graduation;Single;22327;1;94;5;4;8;2;0;5;3;5;0;0
1965;Graduation;Married;44393;1;86;24;2;20;2;2;10;4;4;0;0
1952;PhD;Single;62000;0;25;899;0;101;0;0;20;13;4;0;1
1962;PhD;Together;31497;0;22;108;1;28;13;1;4;4;8;0;0
1974;2n Cycle;Married;45894;0;15;27;2;7;0;2;13;3;5;0;0
1970;Master;Divorced;78579;0;35;816;66;549;216;66;99;4;3;0;1
1969;Master;Widow;67369;0;81;1298;0;70;37;14;42;10;4;0;1
1960;Graduation;Divorced;58401;0;55;10;0;11;17;29;29;2;4;0;0
1952;Graduation;Single;62307;0;94;87;13;34;10;6;10;4;5;0;1
1969;Master;Married;43641;1;50;57;2;51;4;2;23;4;6;0;0
1968;Master;Divorced;63841;0;64;635;15;100;20;7;131;9;6;0;1
1965;2n Cycle;Married;46891;0;91;43;12;23;29;15;61;4;4;0;0
1969;Master;Married;70091;1;11;964;34;137;15;0;11;10;8;0;1
1972;PhD;Married;78075;0;72;572;8;259;34;35;80;5;1;0;0
1961;2n Cycle;Widow;59184;0;6;341;142;113;259;151;66;12;5;0;1
1977;Graduation;Married;54809;1;0;63;6;57;13;13;22;5;4;0;0
1959;Graduation;Married;58113;0;66;221;104;169;102;78;84;8;7;1;1
1958;Master;Married;51412;0;42;140;3;29;4;5;14;4;4;0;0
1979;Graduation;Divorced;15287;1;60;1;2;8;4;3;13;2;7;0;0
1957;Master;Together;66636;0;64;291;10;689;84;10;0;9;1;0;0
1956;Master;Married;50965;0;87;544;13;85;8;6;29;5;8;0;1
1965;PhD;Married;84618;0;96;684;100;801;21;66;0;10;2;0;1
1990;Graduation;Married;18351;0;1;1;12;9;0;14;7;3;7;0;0
1957;PhD;Together;40451;0;54;35;0;4;0;0;10;2;5;0;0
1965;Graduation;Together;36317;0;53;87;3;25;3;2;13;4;7;0;0
1957;Graduation;Together;42213;0;96;309;3;24;4;3;20;7;7;0;1
1955;Graduation;Together;65748;0;58;172;73;93;95;78;34;10;1;1;0
1972;Graduation;Together;77044;0;12;625;38;242;50;34;76;11;4;0;1
1969;Graduation;Together;74918;0;78;972;59;913;25;19;59;6;3;0;1
1972;Graduation;Married;56721;1;64;157;6;39;6;13;75;5;6;0;1
1975;Graduation;Single;42160;1;26;48;9;45;3;15;20;4;6;0;0
1965;Graduation;Single;61559;0;8;279;83;88;32;14;34;10;3;0;1
1963;PhD;Together;33629;1;49;132;0;16;0;0;4;4;9;0;0
1991;PhD;Together;68682;0;56;919;0;505;99;30;45;10;2;0;1
1963;Graduation;Single;34377;0;55;62;0;22;3;1;26;2;7;0;0
1986;Basic;Single;8940;1;25;1;45;3;4;6;42;3;8;0;0
1973;Graduation;Married;26228;1;50;2;6;4;3;1;9;2;8;0;0
1957;2n Cycle;Divorced;77297;0;84;408;61;109;48;122;41;9;4;0;1
1981;Graduation;Married;40211;1;30;51;1;7;2;1;25;2;8;0;0
1958;PhD;Widow;33438;1;81;62;1;16;3;2;6;4;5;0;0
1959;PhD;Married;75032;0;74;952;12;180;47;12;12;9;3;0;1
1955;PhD;Single;61284;0;76;618;15;106;20;7;45;8;6;0;1
1986;Graduation;Married;22518;1;36;11;7;12;2;2;27;2;5;0;0
1975;Master;Married;54730;0;64;318;3;17;4;7;56;8;4;0;1
1955;Master;Married;38452;1;62;56;0;14;0;0;2;3;7;0;0
1971;Graduation;Divorced;44421;1;53;110;5;59;7;1;7;4;8;0;1
1986;PhD;Together;38197;1;86;23;0;11;2;1;3;3;5;0;0
1978;Graduation;Divorced;41986;0;15;27;5;8;8;3;12;4;4;0;0
1983;Graduation;Together;28427;1;67;18;3;19;3;3;6;3;8;0;0
1976;PhD;Together;37395;1;47;18;0;9;0;1;11;3;6;0;0
1971;Graduation;Married;64722;1;47;303;0;280;60;147;15;11;6;0;1
1956;Master;Together;55249;0;81;97;1;19;2;0;11;4;3;0;0
1972;Graduation;Together;84906;0;98;997;15;414;99;30;76;12;2;0;1
1989;Graduation;Married;28691;1;56;5;4;13;8;0;4;3;8;0;0
1952;Graduation;Single;44213;1;48;95;11;35;0;4;7;5;6;0;0
1984;Basic;Single;25707;1;18;1;6;2;3;6;3;3;7;0;0
1967;PhD;Married;59062;2;74;46;1;12;3;0;9;3;4;0;0
1962;Graduation;Single;76624;0;68;411;106;147;54;115;66;7;1;0;1
1947;Master;Together;66000;0;36;244;51;270;101;0;45;5;1;0;0
1978;PhD;Together;27683;1;90;152;9;121;12;12;45;4;8;0;1
1971;Graduation;Divorced;1730;0;65;1;1;3;1;1;1;0;20;0;0
1992;Basic;Single;7500;1;63;10;17;18;8;26;40;2;9;0;0
1968;Graduation;Together;40521;1;82;12;0;5;0;0;4;2;5;0;0
1973;PhD;Together;20427;1;63;5;0;4;0;0;1;2;8;0;0
1975;Graduation;Married;65106;0;55;790;19;133;12;0;19;13;6;0;1
1965;PhD;Married;69969;0;64;882;29;514;38;29;44;6;3;0;1
1952;Graduation;Married;67433;0;51;615;28;259;12;48;30;13;4;0;1
1967;PhD;Married;77766;0;97;1004;59;265;115;59;27;11;6;0;1
1972;Graduation;Married;74716;0;92;133;27;421;13;195;71;5;4;0;1
1963;Graduation;Divorced;68118;0;51;595;23;123;10;23;154;4;6;0;1
1970;PhD;Married;55158;1;72;293;0;87;4;11;23;5;7;0;1
1955;2n Cycle;Married;62972;0;39;313;15;47;20;0;192;3;6;0;1
1975;Graduation;Married;74190;0;49;151;81;86;168;91;64;11;2;0;1
1976;Graduation;Married;39356;1;21;15;0;2;0;0;6;2;6;0;0
1969;Graduation;Together;76653;0;91;736;63;946;219;189;126;11;2;0;1
1973;PhD;Divorced;35860;1;37;15;0;8;4;2;20;2;5;0;0
1983;PhD;Divorced;90687;0;98;982;17;672;23;34;51;8;2;0;1
1982;Master;Together;73450;0;85;1142;51;415;90;69;37;11;3;0;1
1960;Graduation;Married;31454;1;40;28;0;11;0;0;9;3;8;0;0
1952;Graduation;Single;47139;1;2;46;0;12;0;2;23;2;7;0;0
1975;Graduation;Divorced;83829;0;78;897;161;430;186;161;27;6;1;0;1
1963;PhD;Married;53378;1;41;489;6;152;8;6;132;6;8;0;1
1970;Graduation;Together;19656;1;94;25;4;9;6;8;32;3;7;0;0
1948;PhD;Married;45579;0;10;145;1;33;2;1;1;4;6;0;1
1958;2n Cycle;Single;85485;0;73;630;26;611;44;18;54;6;2;0;1
1944;Graduation;Married;55956;0;22;760;38;104;50;9;38;4;4;0;1
1963;Master;Single;64191;0;30;420;15;186;151;38;15;13;3;0;1
1972;Graduation;Single;38808;1;21;125;17;52;3;19;30;4;8;0;1
1966;Master;Married;57183;1;51;464;5;64;7;0;70;7;8;0;1
1968;Master;Divorced;23748;1;97;6;6;29;12;15;8;3;8;0;0
1971;Graduation;Married;66303;0;56;1090;12;96;16;12;60;11;8;0;0
1975;Master;Married;37368;1;4;3;2;11;2;2;10;2;6;0;0
1964;Graduation;Married;40800;1;77;24;0;27;8;30;10;3;7;1;0
1978;Graduation;Divorced;71847;0;95;737;21;106;55;63;210;9;3;0;1
1975;Graduation;Married;46149;0;36;254;6;71;4;0;27;7;5;0;1
1983;Graduation;Together;78687;0;13;817;185;687;145;55;241;8;2;0;1
1971;2n Cycle;Divorced;49118;0;90;620;54;239;99;98;119;10;7;0;1
1957;PhD;Married;37633;1;49;13;4;20;0;0;1;3;9;0;0
1951;Master;Together;39767;0;18;113;61;204;34;26;47;7;8;0;1
1951;Basic;Married;26997;0;89;7;23;78;133;49;144;5;7;0;1
1970;Graduation;Divorced;33986;1;43;16;2;18;2;1;5;3;7;0;0
1972;PhD;Married;57091;0;82;462;0;24;6;0;4;5;7;0;1
1969;2n Cycle;Married;46831;1;84;22;2;10;6;4;34;2;4;0;0
1972;Master;Married;83151;0;80;968;147;842;137;42;210;10;2;0;1
1971;Graduation;Married;52531;0;68;283;112;151;51;72;125;10;6;0;1
1956;Graduation;Married;15759;0;12;1;2;5;6;0;3;2;7;0;0
1971;Graduation;Single;22804;1;75;14;1;7;2;1;1;2;9;0;0
1973;2n Cycle;Married;43050;1;10;30;5;24;6;3;8;4;5;0;0
1977;PhD;Single;42997;1;91;4;0;5;0;1;5;2;7;0;0
1963;PhD;Single;48918;1;21;52;0;9;0;0;1;4;4;0;0
1954;Master;Together;60033;0;28;62;1;57;19;11;48;5;2;0;0
1978;PhD;Together;34043;1;97;20;2;14;3;0;10;2;9;0;0
1966;Graduation;Together;57811;0;49;545;7;114;37;21;78;11;5;0;1
1946;Graduation;Married;78569;0;14;558;79;622;207;175;95;4;1;0;1
1978;Graduation;Single;7500;1;5;6;5;4;13;4;25;3;6;0;0
1971;Master;Together;157733;1;37;39;1;9;2;0;8;1;1;0;0
1953;Graduation;Together;94384;0;62;1111;24;790;160;45;172;5;2;0;1
1985;2n Cycle;Married;23148;0;83;4;6;8;6;3;10;3;7;0;0
1970;Graduation;Divorced;44267;1;48;183;5;65;3;5;49;4;9;0;1
1979;Graduation;Married;71626;0;94;546;72;376;94;145;72;8;3;0;1
1966;Graduation;Together;60894;0;61;606;7;155;10;0;54;8;7;0;1
1976;Graduation;Together;50200;1;70;266;6;51;8;6;64;5;8;0;1
1965;PhD;Married;81051;0;43;1142;29;249;38;29;14;12;2;0;1
1982;Graduation;Married;65169;0;23;1074;0;69;0;0;46;13;6;0;1
1972;Graduation;Together;59868;0;37;771;51;154;54;10;154;12;6;0;1
1960;PhD;Married;65695;0;50;371;32;189;0;58;6;10;4;0;1
1956;Master;Single;64857;0;78;556;14;717;210;0;43;10;4;0;1
1965;Master;Together;45143;0;74;202;5;74;11;5;14;5;7;0;1
1955;2n Cycle;Together;74805;0;14;209;162;209;41;162;37;10;2;0;1
1989;2n Cycle;Married;59060;1;77;35;40;111;36;40;12;7;4;0;0
1962;PhD;Single;27238;1;39;37;0;17;0;0;3;3;9;0;0
1965;Graduation;Together;47009;0;89;171;45;73;59;10;90;8;4;0;0
1973;2n Cycle;Married;46094;1;62;12;2;20;3;2;5;3;7;0;0
1972;Graduation;Married;40321;1;59;44;4;21;6;0;27;3;7;0;0
1984;Graduation;Together;37235;1;68;20;2;9;4;6;20;2;4;0;0
1960;Master;Married;81843;0;13;779;86;537;34;69;138;12;3;0;1
1958;Master;Together;46692;0;37;170;6;97;24;12;88;5;6;0;1
1968;Graduation;Together;77382;0;36;491;48;231;112;105;134;12;1;0;1
1977;Graduation;Single;37774;2;28;173;8;107;7;2;176;3;9;1;1
1974;Basic;Married;18393;1;2;7;10;13;16;0;4;3;8;0;0
1962;Master;Married;72828;0;17;1205;0;235;19;14;205;13;7;0;1
1982;Graduation;Married;24711;0;86;10;7;25;6;3;7;3;7;0;0
1975;PhD;Married;45503;1;54;97;4;44;6;1;18;4;5;0;0
1982;Master;Single;6560;0;2;67;11;26;4;3;262;1;17;0;0
1945;PhD;Together;71604;0;3;345;53;528;98;75;97;5;4;0;1
1979;Graduation;Married;27244;1;84;6;5;17;3;24;46;2;7;0;0
1969;Graduation;Married;48752;1;8;73;57;100;71;15;0;5;9;0;1
1962;Graduation;Married;71434;0;4;711;36;217;172;96;168;7;4;0;1
1948;Graduation;Single;90842;0;57;774;70;118;182;187;93;13;1;0;1
1978;Master;Married;88097;1;24;163;0;480;0;126;75;8;9;0;1
1975;Graduation;Married;51948;0;51;82;33;54;71;30;41;4;5;0;1
1982;Graduation;Together;71853;0;29;358;108;413;141;97;32;6;1;0;0
1983;Master;Married;35876;0;13;66;2;40;4;3;14;3;6;0;0
1952;Graduation;Widow;40049;0;23;13;6;7;0;3;3;3;6;0;0
1982;Graduation;Single;39660;1;36;139;13;78;20;13;36;3;9;0;1
1962;Graduation;Together;50127;0;88;274;0;21;4;6;15;6;6;0;1
1977;Master;Married;43263;0;2;262;6;61;0;10;102;6;5;0;1
1949;Master;Married;62845;1;3;1099;0;45;0;0;34;10;8;0;0
1990;Graduation;Married;18929;0;15;32;0;8;23;4;18;4;6;0;0
1982;Basic;Single;24367;1;58;2;4;2;0;11;5;2;9;0;0
1975;Graduation;Single;33249;1;11;6;10;21;19;14;42;3;6;0;0
1959;2n Cycle;Married;26887;0;27;6;7;4;3;4;6;3;6;0;0
1983;PhD;Married;50150;0;32;135;46;92;65;61;11;7;5;0;1
1976;Graduation;Together;62061;0;12;641;7;84;0;30;38;7;6;0;1
1962;PhD;Divorced;85696;0;88;714;76;395;116;0;12;9;1;0;1
1956;PhD;Together;76542;0;91;794;73;573;0;29;14;10;2;0;1
1993;Graduation;Single;70515;0;12;420;0;452;182;64;140;4;2;0;1
1987;Graduation;Together;18227;1;21;1;2;7;4;3;11;2;8;0;0
1965;Graduation;Married;69139;0;23;86;12;75;33;15;6;5;4;0;1
1982;Graduation;Married;69109;0;10;823;25;459;124;29;95;7;4;0;1
1962;Graduation;Single;69627;0;35;231;161;215;171;30;53;11;5;0;1
1978;Graduation;Married;38136;1;69;8;15;27;0;20;33;2;8;0;0
1946;PhD;Single;62159;0;68;182;17;259;77;70;29;10;4;0;1
1963;Graduation;Single;80695;0;85;557;129;984;193;37;18;5;2;0;1
1971;Master;Single;33316;1;34;79;1;31;4;4;12;4;6;0;0
1968;Graduation;Together;58554;1;55;368;24;68;38;0;88;6;7;0;1
1992;Basic;Married;17256;1;10;6;4;14;8;8;22;2;8;0;0
1974;Graduation;Divorced;53034;1;30;160;15;196;15;11;50;7;8;0;1
1950;2n Cycle;Together;52203;0;36;488;21;238;56;108;28;11;6;0;1
1977;2n Cycle;Divorced;59601;0;14;691;7;69;0;7;23;7;8;0;0
1958;Master;Single;75154;0;79;543;10;205;160;143;82;6;3;0;1
1976;Graduation;Single;47025;0;52;254;7;108;20;0;26;5;6;0;1
1973;Graduation;Married;37971;1;97;5;4;10;2;2;7;3;8;0;0
1968;Master;Divorced;41335;1;24;112;19;21;16;14;5;4;7;0;1
1958;Graduation;Married;67267;0;0;134;11;59;15;2;30;5;2;0;0
1975;Graduation;Single;57338;0;96;143;6;52;11;8;17;5;5;0;1
1960;2n Cycle;Together;50523;1;89;51;4;24;4;7;1;4;6;0;0
1965;Master;Single;35791;2;94;27;0;5;0;0;3;3;8;0;0
1960;PhD;Divorced;50611;0;98;459;0;24;6;0;4;7;6;0;1
1969;PhD;Married;56242;0;72;689;8;167;11;8;88;11;6;0;1
1960;Graduation;Single;48904;0;1;283;10;38;0;13;27;4;8;0;1
1975;Graduation;Single;56243;1;26;347;0;35;4;3;7;8;5;0;1
1985;Graduation;Married;21355;1;5;5;13;14;0;5;31;2;6;0;0
1971;Master;Together;57420;0;22;280;0;18;0;0;24;6;7;0;1
1970;Master;Together;;0;39;187;5;65;26;20;14;6;5;0;1
1955;Master;Divorced;46390;0;56;95;14;64;2;9;38;3;7;0;1
1956;2n Cycle;Together;54342;1;74;84;10;34;11;10;28;4;6;0;0
1958;Graduation;Together;;1;87;19;4;12;2;2;6;3;5;0;0
1964;2n Cycle;Single;;1;49;5;1;9;2;0;4;2;7;0;0
1973;Graduation;Married;20895;1;24;18;3;17;3;0;4;3;9;0;0
1948;Graduation;Married;92344;0;9;992;24;694;51;19;119;5;1;0;1
1972;PhD;Together;;1;17;25;1;13;0;0;3;3;7;0;0
1976;2n Cycle;Together;26907;1;10;9;1;7;0;3;2;3;7;0;0
1980;Graduation;Together;44964;1;35;19;1;17;2;0;2;3;8;0;0
1979;Graduation;Together;75507;0;56;709;93;374;104;80;80;6;3;0;1
1972;Master;Married;53761;1;7;158;0;76;13;7;71;3;5;0;1
1973;Graduation;Together;22682;1;51;10;14;29;4;2;36;4;4;0;0
1972;PhD;Together;38887;1;17;25;1;13;0;0;3;3;7;0;0
1975;2n Cycle;Single;41658;1;30;8;4;12;15;4;29;2;4;0;0
1972;PhD;Married;29791;1;21;14;0;6;0;0;0;3;5;0;0
1956;Master;Married;63915;0;2;622;7;115;30;0;15;12;5;0;1
1974;Graduation;Divorced;39996;1;85;11;0;3;0;0;1;2;6;0;0
1972;Graduation;Divorced;26759;1;65;25;3;16;8;5;2;3;6;0;0
1968;Master;Divorced;63841;0;64;635;15;100;20;7;131;9;6;0;1
1969;PhD;Married;51039;1;11;100;64;79;65;0;109;4;7;0;1
1961;Graduation;Married;60544;1;92;201;2;43;3;5;35;5;6;0;1
1972;Graduation;Married;65685;0;54;642;14;49;0;7;57;9;5;0;1
1953;Graduation;Married;37716;0;4;97;1;41;6;2;41;3;7;0;1
1957;Graduation;Single;36864;0;53;204;5;39;17;0;89;4;8;0;1
1970;Master;Married;44511;1;39;513;7;133;46;14;14;8;8;0;1
1967;PhD;Married;36947;1;49;88;3;21;4;1;29;4;9;0;0
1951;Master;Together;47352;0;70;172;12;112;8;0;15;5;7;0;1
1953;Master;Married;67087;0;40;329;35;222;130;35;43;8;4;0;1
1950;Graduation;Married;57045;0;40;296;13;104;11;13;17;9;3;0;1
1953;PhD;Divorced;36957;1;43;100;2;16;2;1;31;2;9;0;0
1977;PhD;Married;69389;0;17;422;7;238;69;46;15;12;4;0;1
1972;Graduation;Married;80134;1;40;1218;16;272;104;0;80;6;6;0;1
1969;Master;Married;43142;1;84;5;1;7;2;1;4;2;7;0;0
1944;Graduation;Married;80589;0;25;507;93;520;242;40;26;5;1;0;1
1990;Graduation;Single;34412;1;62;52;12;50;4;36;55;3;9;0;1
1979;Graduation;Single;57537;1;83;191;56;139;51;8;100;8;4;0;1
1966;Basic;Together;22634;0;47;2;23;11;8;6;46;2;8;0;0
1948;Graduation;Together;51315;0;45;68;28;39;16;30;41;5;2;0;0
1972;Graduation;Married;36026;2;34;20;4;10;6;4;17;3;6;0;0
1973;Graduation;Married;24639;1;3;20;3;16;0;4;1;4;6;0;0
1972;PhD;Together;34578;2;1;7;0;1;0;0;0;2;6;0;0
1972;2n Cycle;Single;65704;0;18;279;172;74;38;8;246;10;1;0;0
1966;Graduation;Single;63810;0;45;977;12;253;16;12;101;12;8;0;1
1969;PhD;Together;54132;0;81;30;1;8;0;0;3;3;7;0;0
1959;Graduation;Married;18690;0;77;6;1;7;23;4;19;2;8;0;0
1970;Graduation;Married;28164;1;23;3;18;26;11;8;12;4;7;0;0
1974;PhD;Married;34596;1;48;14;0;2;0;0;7;2;8;0;0
1972;PhD;Married;43269;1;61;10;1;7;0;0;1;2;8;0;0
1958;2n Cycle;Single;38741;1;60;7;10;17;8;6;13;3;7;0;0
1972;Graduation;Single;31907;0;75;33;87;64;175;16;74;6;7;0;1
1983;Master;Married;27100;1;64;12;0;13;2;0;10;3;7;0;0
1973;2n Cycle;Divorced;31163;1;54;2;3;10;11;2;10;3;6;0;0
1985;Graduation;Married;92533;0;84;693;21;118;110;147;42;11;2;0;1
1973;Graduation;Single;34853;1;75;9;3;15;2;3;2;3;6;0;0
1967;Graduation;Divorced;70844;1;16;129;26;67;3;67;2;5;7;0;1
1979;2n Cycle;Married;31086;1;79;16;2;11;3;0;16;2;8;0;0
1961;Graduation;Married;60544;1;92;201;2;43;3;5;35;5;6;0;1
1986;2n Cycle;Together;20491;0;16;5;4;5;4;2;10;2;7;0;0
1964;Graduation;Married;42523;0;96;14;36;11;3;26;35;4;2;0;0
1983;Graduation;Married;39922;1;30;29;12;59;19;1;36;4;8;0;0
1952;Graduation;Together;33402;1;60;26;2;19;10;5;8;3;8;0;0
1949;Master;Married;36408;1;11;9;1;4;3;2;3;2;6;0;0
1979;Graduation;Together;21645;1;75;14;0;23;4;5;19;3;9;0;0
1948;Master;Widow;78427;0;36;972;19;595;180;26;138;10;3;0;0
1946;Graduation;Together;82657;0;71;966;168;672;246;105;126;10;4;0;1
1958;Graduation;Married;51876;0;88;99;27;102;28;48;6;8;1;0;0
1971;2n Cycle;Married;78041;0;93;482;35;553;72;160;17;9;2;0;1
1957;Graduation;Married;52852;0;93;714;8;99;11;0;47;5;8;0;1
1982;PhD;Together;70038;0;54;587;54;348;71;54;130;8;2;0;1
1973;2n Cycle;Together;69401;0;41;399;27;159;58;8;39;5;2;0;1
1972;Graduation;Together;46053;1;46;56;10;92;19;7;25;4;5;0;0
1965;Graduation;Married;77343;0;28;227;151;573;98;54;31;9;1;0;0
1953;Graduation;Single;73892;0;40;703;102;601;0;58;43;8;1;0;0
1967;PhD;Single;40304;1;82;37;0;17;0;0;3;3;7;0;0
1965;PhD;Together;32727;0;38;167;13;180;86;13;70;5;8;0;1
1969;Graduation;Together;68695;0;3;458;81;356;106;50;40;7;2;0;1
1971;Graduation;Divorced;43300;0;87;91;3;52;2;1;31;4;8;0;1
1972;Graduation;Together;26290;1;49;15;8;16;11;5;22;4;6;0;0
1970;Graduation;Single;93790;0;16;1302;68;731;89;114;45;12;2;0;1
1974;PhD;Married;38410;0;65;153;64;123;116;64;14;9;6;0;1
1950;Master;Widow;64866;0;9;508;5;21;7;5;10;7;5;0;1
1959;Graduation;Together;57957;0;24;290;59;177;77;5;29;8;3;1;1
